pmid	title	pubYear	authorString	firstAuthor	citedByCount	journalTitle	isOpenAccess	RetractedIn	minPubDate	minRetDate	monthsToRet
17257501	Induction of tumor cell apoptosis via Fas/DR5.	2006	Li W, Wang S, Chen C, Zhuang G.	Li W	3	Cell Mol Immunol		23455019	30-01-2007	05-03-2013	74
17280832	Synthesis, kinetic studies and pharmacological evaluation of mutual azo prodrug of 5-aminosalicylic acid with D-phenylalanine for colon specific drug delivery in inflammatory bowel disease.	2007	Dhaneshwar SS, Gairola N, Kandpal M, Bhatt L, Vadnerkar G, Kadam SS.	Dhaneshwar SS	3	Bioorg Med Chem Lett		19434916	07-02-2007	13-05-2009	28
17310300	Coexpression of HSP47 gene and type I and type III collagen genes in LPS-induced pulmonary fibrosis in rats.	2007	Hagiwara S, Iwasaka H, Matsumoto S, Noguchi T, Yoshioka H.	Hagiwara S	3	Lung		25980592	21-02-2007	19-05-2015	100
17316981	Preconcentration and solid phase extraction method for the determination of Co, Cu, Ni, Zn and Cd in environmental and biological samples using activated carbon by FAAS.	2007	Kiran K, Suresh Kumar K, Suvardhan K, Janardhanam K, Chiranjeevi P.	Kiran K	3	J Hazard Mater		18630349	24-02-2007	17-07-2008	17
17351230	Do peripheral blood cultures taken in the emergency department influence clinical management?	2007	Munro PT, Howie N, Gerstenmaier JF.	Munro PT	3	Emerg Med J	N	17452723	14-03-2007	25-04-2007	1
17383328	The Ross procedure: clinical and echocardiographic follow-up in 219 consecutive patients.	2007	Chiappini B, Absil B, Rubay J, Noirhomme P, Funken JC, Verhelst R, Poncelet A, El Khoury G.	Chiappini B	3	Ann Thorac Surg		17650548	27-03-2007	26-07-2007	4
17395477	Quantitative role of p42/44 and p38 in the production and regulation of cytokines TNF-alpha, IL-1beta and IL-12 by murine peritoneal macrophages in vitro by concanavalin A.	2007	Kesherwani V, Sodhi A.	Kesherwani V	3	Cytokine		21667570	31-03-2007	01-06-2008	14
17456665	Bispectral index-guided general anesthesia in combination with thoracic epidural analgesia reduces recovery time in fast-track colon surgery.	2007	Mayer J, Boldt J, Schellhaass A, Hiller B, Suttner SW.	Mayer J	3	Anesth Analg		21451083	26-04-2007	01-04-2011	48
17547488	No pain, no gain: the conditions under which upward comparisons lead to better performance.	2007	Johnson CS, Stapel DA.	Johnson CS	3	J Pers Soc Psychol		22905772	06-06-2007	22-08-2012	63
17628467	Tissue culture of some lichens and screening of their antioxidant, antityrosinase and antibacterial properties.	2007	Behera BC, Verma N, Sonone A, Makhija U.	Behera BC	3	Phytother Res		18444246	14-07-2007	30-04-2008	10
17827835	Use of tiotropium bromide for pre-operative treatment in chronic obstructive pulmonary disease patients: comparison with oxitropium bromide.	2007	Matsuyama W, Mitsuyama H, Koreeda Y, Higashimoto I, Osame M, Arimura K.	Matsuyama W	3	Intern Med		18825845	11-09-2007	02-10-2008	13
17878580	(S)-(+)-2-octanol as a chiral oil core for the microemulsion electrokinetic chromatographic separation of chiral basic drugs.	2007	Threeprom J.	Threeprom J.	3	Anal Sci		18469481	20-09-2007	13-05-2008	8
17900579	Dexamethasone for reduction of nausea, vomiting and analgesic use after gynecological laparoscopic surgery.	2008	Fujii Y, Nakayama M.	Fujii Y	3	Int J Gynaecol Obstet		23599954	29-09-2007	20-04-2013	68
17916578	Escherichia coli HU protein has a role in the repair of abasic sites in DNA.	2007	Kow YW, Imhoff B, Weiss B, Hung DC, Hindoyan AA, Story RM, Goodman SD.	Kow YW	3	Nucleic Acids Res	Y	19454600	06-10-2007	21-05-2009	20
17970858	Critical care nurse practitioners and clinical nurse specialists interface patterns with computer-based decision support systems.	2007	Weber S.	Weber S.	3	J Am Acad Nurse Pract		21649776	01-11-2007	09-06-2011	44
17973093	The flhDC gene affects motility and biofilm formation in Yersinia pseudotuberculosis.	2007	Wang Y, Ding L, Hu Y, Zhang Y, Yang B, Chen S.	Wang Y	3	Sci China C Life Sci		18418946	02-11-2007	19-04-2008	6
17993584	Airway smooth muscle relaxation is impaired in mice lacking the p47phox subunit of NAD(P)H oxidase.	2008	Chitano P, Wang L, Mason SN, Auten RL, Potts EN, Foster WM, Sturrock A, Kennedy TP, Hoidal JR, Murphy TM.	Chitano P	3	Am J Physiol Lung Cell Mol Physiol	N	25878295	13-11-2007	17-04-2015	90
18089389	Cell recovery sufficient for adult transplantation by additional cord blood collection from placenta.	2007	Tsagias N, Kouzi-Koliakos K, Hamidi-Alamdari D, Karagiannis V, Kostidou E, Koliakos G.	Tsagias N	3	Transplant Proc		21770059	20-12-2007	20-07-2011	44
18252834	Terror management and stereotyping: why do people stereotype when mortality is salient?	2008	Renkema LJ, Stapel DA, Maringer M, van Yperen NW.	Renkema LJ	3	Pers Soc Psychol Bull		23386661	07-02-2008	07-02-2013	61
18310074	IPP5, a novel protein inhibitor of protein phosphatase 1, promotes G1/S progression in a Thr-40-dependent manner.	2008	Wang X, Liu B, Li N, Li H, Qiu J, Zhang Y, Cao X.	Wang X	3	J Biol Chem		25750261	04-03-2008	10-03-2015	85
18339371	Memantine enhances the inhibitory effects of naltrexone on ethanol consumption.	2008	Kuzmin A, Stenback T, Liljequist S.	Kuzmin A	3	Eur J Pharmacol		26478934	15-03-2008	20-10-2015	93
18389185	Combined interventional and surgical treatment for acute aortic type a dissection.	2008	Liu JC, Zhang JZ, Yang J, Zuo J, Zhang JB, Yu SQ, Chen T, Xu XZ, Wei XF, Yi D.	Liu JC	3	Cardiovasc Intervent Radiol		21085959	05-04-2008	19-11-2010	32
18402204	Long-term quality of life after lung resection.	2008	Cannon J, Win T.	Cannon J	3	Thorac Surg Clin		18833694	12-04-2008	07-10-2008	6
18444738	How to heat up from the cold: examining the preconditions for (unconscious) mood effects.	2008	Ruys KI, Stapel DA.	Ruys KI	3	J Pers Soc Psychol		22905773	01-05-2008	22-08-2012	52
18505315	Unconscious and spontaneous and...complex: the three selves model of social comparison assimilation and contrast.	2008	Blanton H, Stapel DA.	Blanton H	3	J Pers Soc Psychol		23316923	29-05-2008	16-01-2013	56
18528650	Effect of heat- and steam-generating sheet on daily activities of living in patients with osteoarthritis of the knee: randomized prospective study.	2008	Seto H, Ikeda H, Hisaoka H, Kurosawa H.	Seto H	3	J Orthop Sci		19089549	06-06-2008	18-12-2008	7
18604561	Latitude affects degree of advancement in laying by birds in response to food supplementation: a meta-analysis.	2008	Schoech SJ, Hahn TP.	Schoech SJ	3	Oecologia		22547222	08-07-2008	02-05-2012	46
18662363	The fifth vital sign--what does it mean?	2008	Walid MS, Donahue SN, Darmohray DM, Hyer LA Jr, Robinson JS Jr.	Walid MS	3	Pain Pract		19400820	30-07-2008	30-04-2009	9
18686342	Evaluation of the effect of pentoxifylline on white blood  cell count in serum and peritoneal fluid in female rats  with endometriosis.	2008	Mohammadzadeh A, Heidari M, Soltanghoraee H, Jeddi-Tehrani M, Ghaffari Novin M, Akhondi MM, Zeraati H, Mohammadzadeh F.	Mohammadzadeh A	3	J Obstet Gynaecol Res		23323289	09-08-2008	17-01-2013	54
18693175	Reliable experimental model of hepatic veno-occlusive disease caused by monocrotaline.	2008	Chen MY, Cai JT, Du Q, Wang LJ, Chen JM, Shao LM.	Chen MY	3	Hepatobiliary Pancreat Dis Int		19670505	12-08-2008	13-08-2009	12
18704014	Arterial pulse pressure variation predicting fluid responsiveness in critically ill patients.	2008	Auler JO Jr, Galas FR, Sundin MR, Hajjar LA.	Auler JO Jr	3	Shock		19365234	16-08-2008	15-04-2009	8
18718126	Beta-escin, a natural triterpenoid saponin from Chinese horse chestnut seeds, depresses HL-60 human leukaemia cell proliferation and induces apoptosis.	2008	Niu YP, Wu LM, Jiang YL, Wang WX, Li LD.	Niu YP	3	J Pharm Pharmacol		19406009	23-08-2008	02-05-2009	8
18812912	Iatrogenic spinal deformity.	2008	Jagannathan J, Sansur CA, Shaffrey CI.	Jagannathan J	3	Neurosurgery		21937966	02-10-2008	23-09-2011	36
19036880	Hexosamine biosynthesis pathway flux contributes to insulin resistance via altering membrane phosphatidylinositol 4,5-bisphosphate and cortical filamentous actin.	2009	Bhonagiri P, Pattar GR, Horvath EM, Habegger KM, McCarthy AM, Elmendorf JS.	Bhonagiri P	3	Endocrinology	N	20503521	28-11-2008	27-05-2010	18
19040206	Immunization with pseudotype baculovirus expressing envelope protein of Japanese encephalitis virus elicits protective immunity in mice.	2009	Li Y, Ye J, Cao S, Xiao S, Zhao Q, Liu X, Jin M, Chen H.	Li Y	3	J Gene Med		19382283	02-12-2008	22-04-2009	5
19115107	Age-dependent increase in desmosterol restores DRM formation and membrane-related functions in cholesterol-free DHCR24-/- mice.	2009	Kuehnle K, Ledesma MD, Kalvodova L, Smith AE, Crameri A, Skaanes-Brunner F, Thelen KM, Kulic L, LÌ_tjohann D, Heppner FL, Nitsch RM, Mohajeri MH.	Kuehnle K	3	Neurochem Res	Y	19475506	31-12-2008	29-05-2009	5
19116866	Downregulation of human telomerase reverse transcriptase through anti-C-myc siRNA in human colon cancer Colo 320 cells.	2009	Hu X, Yu N, Fu L, Su W, Huang G, Wu Y, Huang H, Huang H.	Hu X	3	Nucleosides Nucleotides Nucleic Acids		20183618	01-01-2009	26-02-2010	14
20461158	Targeting pseudoknots in H5N1 hemagglutinin using designed aptamers.	2009	Dhar, Ganguli S, Datta A.	Dhar	3	Bioinformation	Y	24497734	01-01-2009	06-02-2014	62
19175016	Postoperative nausea and vomiting and their sex differences].	2009	Fujii Y.	Fujii Y.	3	Masui		24187718	30-01-2009	06-11-2013	58
19276379	CTL activation using the natural low-affinity epitope 222-229 from tyrosinase-related protein 1 leads to tumor rejection.	2009	Pavelko KD, Hansen MJ, Pease LR.	Pavelko KD	3	Cancer Res	N	21045160	12-03-2009	04-11-2010	20
19300348	ACOG Committee Opinion No. 429: health disparities for rural women.	2009			3	Obstet Gynecol		24451673	21-03-2009	24-01-2014	59
19372686	Lability of neuronal lineage decisions is revealed by acute exposures to ethanol.	2009	Miller MW, Hu H.	Miller MW	3	Dev Neurosci	N	22584828	18-04-2009	16-05-2012	37
19406812	Flavobacterium sasangense sp. nov., isolated from a wastewater stream polluted with heavy metals.	2009	Yoon HS, Aslam Z, Song GC, Kim SW, Jeon CO, Chon TS, Chung YR.	Yoon HS	3	Int J Syst Evol Microbiol		20068239	02-05-2009	14-01-2010	9
19471880	The retention behavior of ginsenosides in HPLC and its application to quality assessment of Radix Ginseng.	2009	Hu P, Luo GA, Wang Q, Zhao ZZ, Wang W, Jiang ZH.	Hu P	3	Arch Pharm Res		19557376	28-05-2009	27-06-2009	1
19533144	Transgenic ramie [Boehmeria nivea (L.) Gaud.]: factors affecting the efficiency of Agrobacterium tumefaciens-mediated transformation and regeneration.	2009	Wang B, Liu L, Wang X, Yang J, Sun Z, Zhang N, Gao S, Xing X, Peng D.	Wang B	3	Plant Cell Rep		19774385	18-06-2009	24-09-2009	3
19545692	De novo urothelial carcinoma in kidney transplant patients with end-stage aristolochic acid nephropathy in China.	2009	Yuan M, Shi YB, Li ZH, Xia M, Ji GZ, Xu GX, Han Y.	Yuan M	3	Transplant Proc		21770058	24-06-2009	20-07-2011	25
19566363	Ameloblastomatous calcifying odontogenic cyst: a case report of a rare histologic variant.	2009	Nosrati K, Seyedmajidi M.	Nosrati K	3	Arch Iran Med		20217965	02-07-2009	12-03-2010	8
19606044	Balanced hydroxyethylstarch preparations: are they all the same? In-vitro thrombelastometry and whole blood aggregometry.	2009	Boldt J, Mengistu A.	Boldt J	3	Eur J Anaesthesiol		21540658	17-07-2009	05-05-2011	22
19762904	Craniopharyngiomas in the posterior fossa: a rare subgroup, diagnosis, management and outcomes.	2009	Zhou L, Luo L, Xu J, Li Q, Chen J, Jiang S, Cai B, You C.	Zhou L	3	J Neurol Neurosurg Psychiatry		20682723	19-09-2009	05-08-2010	11
19819984	HIC1 regulates tumor cell responses to endocrine therapies.	2009	Zhang B, Faller DV, Wang S.	Zhang B	3	Mol Endocrinol	N	21984988	13-10-2009	11-10-2011	24
19847614	A case of nodular fasciitis in the upper eyelid.	2009	Jung SW, Kang NY.	Jung SW	3	Jpn J Ophthalmol		23864269	23-10-2009	19-07-2013	46
19915821	ACL prosthesis: any promise for the future?	2010	Bernardino S.	Bernardino S.	3	Knee Surg Sports Traumatol Arthrosc		21052979	17-11-2009	06-11-2010	12
19996213	Characterizing the clinical relevance of an embryonic stem cell phenotype in lung adenocarcinoma.	2009	Stevenson M, Mostertz W, Acharya C, Kim W, Walters K, Barry W, Higgins K, Tuchman SA, Crawford J, Vlahovic G, Ready N, Onaitis M, Potti A.	Stevenson M	3	Clin Cancer Res		22355011	10-12-2009	23-02-2012	27
20058052	Protein domains, catalytic activity, and subcellular distribution of mouse NTE-related esterase.	2010	Chang PA, Wang ZX, Long DX, Qin WZ, Wu YJ.	Chang PA	3	Mol Cell Biochem		23281490	09-01-2010	03-01-2013	36
20061557	Overexpression of caveolin-1 in adult T-cell leukemia.	2010	Sawada S, Ishikawa C, Tanji H, Nakachi S, Senba M, Okudaira T, Uchihara JN, Taira N, Ohshiro K, Yamada Y, Tanaka Y, Uezato H, Ohshima K, Sasai K, Burgering BM, Duc Dodon M, Fujii M, Sunakawa H, Mori N.	Sawada S	3	Blood		20574044	12-01-2010	25-06-2010	5
20091920	Push-out bond strengths of two fiber post types bonded with different dentin bonding agents.	2010	Topcu FT, Erdemir U, Sahinkesen G, Mumcu E, Yildiz E, Uslan I.	Topcu FT	3	J Biomed Mater Res B Appl Biomater		22855941	22-01-2010	03-08-2012	31
20104898	Highly enantioselective intramolecular cyanoamidation: (+)-horsfiline, (-)-coerulescine, and (-)-esermethole.	2010	Reddy VJ, Douglas CJ.	Reddy VJ	3	Org Lett		21591786	29-01-2010	20-05-2011	16
20116265	Carboxylated calixarenes bind strongly to CD69 and protect CD69(+) killer cells from suicidal cell death induced by tumor cell surface ligands.	2010	Bezouska K, SnajdrovÌÁ R, Krenek K, VancurovÌÁ M, KÌÁdek A, AdÌÁmek D, LhotÌÁk P, Kavan D, HofbauerovÌÁ K, Man P, BojarovÌÁ P, Kren V.	Bezouska K	3	Bioorg Med Chem		24955474	02-02-2010	24-06-2014	53
20175642	Antiplasmodial procyanidins derivatives from Chinese Hawthorn.	2010	Park YJ, Chung IM, Moon HI.	Park YJ	3	Immunopharmacol Immunotoxicol		22928946	24-02-2010	30-08-2012	31
20302193	Prognostic factors in retroperitoneal fibrosis.	2010	Sinescu I, Surcel C, Mirvald C, Chibelean C, GÌ¨ngu C, Avram D, HÌ¨rza M, Manu M, Lazar R, Savu C, Udrea A.	Sinescu I	3	J Med Life	Y	22802902	23-03-2010	18-07-2012	28
20369839	Cooperation between subunits is essential for high-affinity binding of N-acetyl-D-hexosamines to dimeric soluble and dimeric cellular forms of human CD69.	2010	Kavan D, KubÌ_ckovÌÁ M, BÌ_lÌ_ J, Vanek O, HofbauerovÌÁ K, MrÌÁzek H, RozbeskÌ_ D, BojarovÌÁ P, Kren V, ZÌ_dek L, SklenÌÁr V, Bezouska K.	Kavan D	3	Biochemistry		24730519	08-04-2010	16-04-2014	49
20427961	Acute heart failure treatment: traditional and new drugs.	2010	Gheorghiade M, Palazzuoli A, Ronco C.	Gheorghiade M	3	Contrib Nephrol		20527365	30-04-2010	10-06-2010	1
20430165	Effect of pretransplantation hemoglobin blood concentration on renal allograft survival and function.	2010	Abou-Jaoude MM, Nawfal N, Najm R, Honeidi M, Shaheen J, Almawi WY.	Abou-Jaoude MM	3	Transplant Proc		24159630	01-05-2010	26-10-2013	42
20451373	Antisense treatment of IGF-IR enhances chemosensitivity in squamous cell carcinomas of the head and neck.	2010	Liu S, Jin F, Dai W, Yu Y.	Liu S	3	Eur J Cancer		21465684	11-05-2010	06-04-2011	11
20553821	Electrical stimulation enhanced remyelination of injured sciatic nerves by increasing neurotrophins.	2010	Wan LD, Xia R, Ding WL.	Wan LD	3	Neuroscience		21682001	18-06-2010	18-06-2011	12
20593050	Serum hyaluronic acid and laminin as biomarkers in liver fibrosis.	2010	Parsian H, Rahimipour A, Nouri M, Somi MH, Qujeq D, Fard MK, Agcheli K.	Parsian H	3	J Gastrointestin Liver Dis		22457872	02-07-2010	30-03-2012	21
20688921	Chest tube drainage of transudative pleural effusions hastens liberation from mechanical ventilation.	2011	Kupfer Y, Seneviratne C, Chawla K, Ramachandran K, Tessler S.	Kupfer Y	3	Chest		22215847	07-08-2010	05-01-2012	17
20694492	Cognitive deficits in multiple sclerosis: a review of functional MRI studies.	2010	Caramia F, Tinelli E, Francia A, Pozzilli C.	Caramia F	3	Neurol Sci		22350149	10-08-2010	22-02-2012	19
20843327	End-of-life discontinuation of destination therapy with cardiac and ventilatory support medical devices: physician-assisted death or allowing the patient to die?	2010	Rady MY, Verheijde JL.	Rady MY	3	BMC Med Ethics	Y	21176130	17-09-2010	24-12-2010	3
20865477	The porphyrias: pathophysiology.	2010	Pietrangelo A.	Pietrangelo A.	3	Intern Emerg Med		21442183	25-09-2010	29-03-2011	6
20865476	Gut microbiota and related diseases: clinical features.	2010	Stanghellini V, Barbara G, Cremon C, Cogliandro R, Antonucci A, Gabusi V, Frisoni C, De Giorgio R, Grasso V, Serra M, Corinaldesi R.	Stanghellini V	3	Intern Emerg Med		25492051	25-09-2010	11-12-2014	51
20958973	Low back pain in junior Australian rules football: a cross-sectional survey of elite juniors, non-elite juniors and non-football playing controls.	2010	Hoskins W, Pollard H, Daff C, Odell A, Garbutt P, McHardy A, Hardy K, Dragasevic G.	Hoskins W	3	BMC Musculoskelet Disord	Y	21752243	21-10-2010	15-07-2011	9
21063492	RETRACTED ARTICLE. Localized synovial hypertrophy in the anteromedial compartment of the osteoarthritic knee.	2010	Bernardino S.	Bernardino S.	3	Curr Rev Musculoskelet Med	Y	21475564	11-11-2010	09-04-2011	5
21084892	Risk of brain tumors from wireless phone use.	2010	Dubey RB, Hanmandlu M, Gupta SK.	Dubey RB	3	J Comput Assist Tomogr		23321845	19-11-2010	17-01-2013	26
21156795	Ras puts the brake on doxorubicin-mediated cell death in p53-expressing cells.	2011	Manna SK, Gangadharan C, Edupalli D, Raviprakash N, Navneetha T, Mahali S, Thoh M.	Manna SK	3	J Biol Chem	N	23526248	16-12-2010	26-03-2013	28
21162628	Composition and immunotoxicity activity of major essential oils from stems of Allium victorialis L. var. platyphyllum Makino against Aedes aegypti L.	2011	Chung IM, Song HK, Yeo MA, Moon HI.	Chung IM	3	Immunopharmacol Immunotoxicol		22928946	18-12-2010	30-08-2012	21
21183855	Breast and stomach cancer incidence and survival in migrants in the Netherlands, 1996-2006.	2011	Arnold M, Aarts MJ, Siesling S, van der Aa M, Visser O, Coebergh JW.	Arnold M	3	Eur J Cancer Prev		23014698	25-12-2010	28-09-2012	21
21220413	Successful correction of congenital giant right coronary artery aneurysm with fistula to left ventricle.	2011	Liu L, Wei X, Yan J, Pan T.	Liu L	3	Interact Cardiovasc Thorac Surg		21659324	12-01-2011	11-06-2011	5
